"GeneSymbol"	"Steele_PDAC1"	"Steele_PDAC2"	"Steele_PDAC3"	"Steele_PDAC4"	"Steele_PDAC5"	"Steele_PDAC6"	"Steele_PDAC7"	"Steele_PDAC8"	"Steele_PDAC9"	"Steele_PDAC10"	"Steele_PDAC11A"	"Steele_PDAC11B"	"Steele_PDAC12"	"Steele_PDAC13"	"Steele_PDAC15"	"Steele_PDAC16"
"KLHL21"	"2.288735e+01"	"2.586473e+01"	"2.216075e+01"	"2.216049e+01"	"2.719725e+01"	"1.888491e+01"	"1.481902e+01"	"2.240475e+01"	"4.852167e+01"	"3.226971e+01"	"4.357631e+01"	"4.586472e+01"	"2.436546e+01"	"1.139488e+02"	"3.893396e+01"	"5.406898e+01"
"PHF13"	"1.312014e+01"	"1.247593e+01"	"1.050922e+01"	"1.184616e+01"	"9.422670e+00"	"8.952361e+00"	"1.184178e+01"	"8.133979e+00"	"7.609487e+00"	"8.632661e+00"	"1.479196e+01"	"9.172945e+00"	"8.217371e+00"	"1.679464e+01"	"1.053132e+01"	"1.743282e+01"
"THAP3"	"2.215846e+01"	"1.186735e+01"	"1.972383e+01"	"1.685014e+01"	"1.980902e+01"	"1.659781e+01"	"2.334779e+01"	"1.644952e+01"	"1.441326e+01"	"1.623762e+01"	"1.918957e+01"	"2.021792e+01"	"1.567034e+01"	"2.404805e+01"	"1.946698e+01"	"1.947573e+01"
"DNAJC11"	"2.347047e+01"	"1.176592e+01"	"2.391228e+01"	"1.848410e+01"	"1.541891e+01"	"1.751265e+01"	"1.683369e+01"	"1.390765e+01"	"9.937095e+00"	"2.610352e+01"	"3.118305e+01"	"2.003072e+01"	"1.576589e+01"	"1.936843e+01"	"2.273807e+01"	"4.576116e+01"
"CAMTA1"	"1.212884e+02"	"1.206007e+02"	"1.283191e+02"	"1.462388e+02"	"1.085749e+02"	"6.358137e+01"	"1.327444e+02"	"1.035630e+02"	"5.971209e+01"	"7.234992e+01"	"1.639109e+02"	"1.085777e+02"	"9.793960e+01"	"2.384007e+02"	"2.028076e+02"	"2.670763e+02"
"VAMP3"	"9.052895e+01"	"8.986727e+01"	"8.361684e+01"	"8.455708e+01"	"9.508330e+01"	"5.704680e+01"	"9.117502e+01"	"7.705492e+01"	"7.600535e+01"	"6.371726e+01"	"1.263313e+02"	"9.977918e+01"	"8.169596e+01"	"1.606410e+02"	"1.070684e+02"	"9.942156e+01"
"PER3"	"8.746759e+00"	"2.160466e+01"	"2.695844e+01"	"1.827985e+01"	"6.959927e+00"	"3.698567e+01"	"5.271720e+01"	"2.625387e+01"	"9.310431e+00"	"1.274345e+01"	"6.916240e+01"	"3.126289e+01"	"1.051059e+01"	"3.023555e+01"	"3.115514e+01"	"5.624809e+01"
"UTS2"	"5.831172e-01"	"3.042910e-01"	"9.138453e-01"	"1.419497e+01"	"1.284910e+00"	"6.534570e-01"	"3.671177e+00"	"1.379871e+00"	"8.952337e-01"	"3.699712e+00"	"7.995654e-01"	"5.616089e-01"	"3.822033e-01"	"1.559874e-01"	"1.037175e+00"	"2.723878e-01"
"TNFRSF9"	"5.539614e+00"	"1.217164e+00"	"2.360767e+00"	"8.169766e-01"	"1.499061e+00"	"4.508854e+00"	"1.430416e+01"	"5.446861e+00"	"6.177113e+00"	"1.747086e+01"	"2.398696e+00"	"6.926509e+00"	"6.210804e+00"	"2.339811e+00"	"2.991851e+00"	"1.498133e+00"
"PARK7"	"3.925837e+02"	"1.901819e+02"	"4.531911e+02"	"3.766262e+02"	"3.905054e+02"	"2.571353e+02"	"4.436304e+02"	"3.793920e+02"	"2.626616e+02"	"3.364682e+02"	"4.057794e+02"	"4.290692e+02"	"3.279304e+02"	"3.206060e+02"	"4.667687e+02"	"2.700725e+02"
"ERRFI1"	"1.771219e+02"	"1.664472e+02"	"8.742453e+01"	"6.954513e+01"	"6.403132e+01"	"1.509486e+01"	"1.812755e+02"	"9.368600e+01"	"3.598840e+01"	"5.898985e+01"	"5.556979e+01"	"2.920366e+01"	"8.083600e+01"	"9.998790e+01"	"8.421064e+01"	"1.598917e+02"
"SLC45A1"	"1.020455e+00"	"9.128730e-01"	"1.066153e+00"	"1.633953e+00"	"9.636821e-01"	"3.920742e-01"	"2.730997e+00"	"2.069807e+00"	"1.253327e+00"	"1.849856e+00"	"1.998913e+00"	"1.123218e+00"	"6.688558e-01"	"1.091912e+00"	"3.031743e+00"	"5.447757e-01"
"RERE"	"5.758283e+01"	"5.183090e+01"	"1.025791e+02"	"9.344170e+01"	"5.503696e+01"	"4.613407e+01"	"7.510243e+01"	"6.459977e+01"	"8.289865e+01"	"9.948114e+01"	"8.275501e+01"	"8.405413e+01"	"3.306059e+01"	"5.607746e+01"	"7.068747e+01"	"1.129048e+02"
"ENO1"	"1.523540e+03"	"5.156718e+02"	"8.351023e+02"	"5.082616e+02"	"8.426865e+02"	"5.950380e+02"	"6.115419e+02"	"4.759467e+02"	"5.001671e+02"	"6.756085e+02"	"6.972210e+02"	"5.198626e+02"	"1.532635e+03"	"4.852767e+02"	"6.669435e+02"	"3.265930e+02"
"CA6"	"1.457793e-01"	"0.000000e+00"	"7.615377e-02"	"1.021221e-01"	"2.141516e-01"	"1.306914e-01"	"2.238522e-02"	"2.541868e-01"	"6.266636e-01"	"2.055395e-01"	"7.995654e-01"	"3.744059e-01"	"9.555083e-02"	"1.039916e-01"	"3.590221e-01"	"0.000000e+00"
"SLC2A5"	"1.574417e+01"	"1.308451e+01"	"7.615377e-01"	"5.208226e+00"	"3.576331e+01"	"5.750422e+00"	"3.344353e+01"	"1.419815e+01"	"7.967580e+00"	"1.479885e+01"	"1.998913e+00"	"7.300915e+00"	"6.860549e+01"	"9.151259e+00"	"6.382616e+00"	"1.089551e+00"
"GPR157"	"4.460847e+01"	"8.012996e+00"	"8.224607e+00"	"1.184616e+01"	"7.816533e+00"	"7.122682e+00"	"6.715567e+00"	"1.314509e+01"	"5.281879e+00"	"1.726532e+01"	"1.679087e+01"	"1.478903e+01"	"8.695125e+00"	"1.294695e+01"	"2.050415e+01"	"1.716043e+01"
"H6PD"	"1.495696e+02"	"3.479060e+01"	"5.642994e+01"	"7.679580e+01"	"4.775580e+01"	"6.240515e+01"	"3.805488e+01"	"4.535419e+01"	"3.303413e+01"	"5.179596e+01"	"7.475936e+01"	"4.193346e+01"	"6.726778e+01"	"1.697663e+01"	"9.737478e+01"	"1.020092e+02"
"SPSB1"	"2.055488e+01"	"1.267879e+01"	"1.157537e+01"	"2.287535e+01"	"2.419913e+01"	"1.052066e+01"	"3.659984e+01"	"3.141023e+01"	"5.102832e+00"	"1.048252e+01"	"1.279305e+01"	"9.921757e+00"	"5.255296e+00"	"2.942962e+01"	"1.910796e+01"	"2.397013e+01"
"SLC25A33"	"1.822241e+01"	"1.328737e+01"	"2.132306e+01"	"1.644165e+01"	"2.280714e+01"	"1.189292e+01"	"1.786341e+01"	"2.189638e+01"	"1.136947e+01"	"1.418223e+01"	"3.158283e+01"	"2.265156e+01"	"1.662584e+01"	"3.663103e+01"	"3.019775e+01"	"3.718094e+01"
"TMEM201"	"6.122731e+00"	"1.927176e+00"	"3.959996e+00"	"5.923080e+00"	"3.533501e+00"	"5.489039e+00"	"3.492095e+00"	"3.667553e+00"	"2.417131e+00"	"4.110791e+00"	"5.996740e+00"	"5.241683e+00"	"3.917584e+00"	"3.405724e+00"	"5.106093e+00"	"4.222011e+00"
"PIK3CD"	"7.347277e+01"	"1.196878e+01"	"2.345536e+01"	"4.023610e+01"	"3.469256e+01"	"2.326307e+01"	"1.602782e+01"	"2.211425e+01"	"1.943552e+02"	"5.508460e+01"	"2.918414e+01"	"8.873420e+01"	"4.060910e+01"	"1.206302e+01"	"3.941265e+01"	"7.354471e+00"
"CLSTN1"	"1.040864e+02"	"1.055890e+02"	"1.097376e+02"	"9.037804e+01"	"5.953414e+01"	"8.926223e+01"	"6.990906e+01"	"5.664735e+01"	"3.160175e+01"	"7.481639e+01"	"1.495187e+02"	"7.038831e+01"	"4.080020e+01"	"1.026137e+02"	"9.470206e+01"	"1.891733e+02"
"CTNNBIP1"	"5.860328e+01"	"3.408059e+01"	"5.323149e+01"	"4.115520e+01"	"3.779776e+01"	"4.698356e+01"	"3.501049e+01"	"3.932633e+01"	"2.649892e+01"	"2.384259e+01"	"5.077240e+01"	"3.706619e+01"	"2.962076e+01"	"3.660504e+01"	"6.254963e+01"	"1.142667e+02"
"LZIC"	"5.714549e+01"	"5.325092e+01"	"6.069456e+01"	"5.780110e+01"	"5.225299e+01"	"3.750843e+01"	"5.417224e+01"	"3.838221e+01"	"3.482459e+01"	"6.145632e+01"	"6.116675e+01"	"5.616089e+01"	"5.322181e+01"	"5.664941e+01"	"5.042266e+01"	"2.860072e+01"
"NMNAT1"	"1.472371e+01"	"5.578668e+00"	"1.309845e+01"	"1.623741e+01"	"1.391985e+01"	"5.554385e+00"	"1.193132e+01"	"9.985911e+00"	"1.092185e+01"	"1.151021e+01"	"2.038892e+01"	"1.684827e+01"	"1.605254e+01"	"1.068513e+01"	"1.615600e+01"	"1.198506e+01"
"RBP7"	"2.128378e+01"	"1.501169e+01"	"1.728691e+01"	"5.810746e+01"	"5.225299e+01"	"4.835582e+00"	"2.256431e+01"	"1.078478e+01"	"6.776919e+01"	"7.399423e+00"	"1.839000e+01"	"7.057551e+01"	"5.159745e+01"	"5.667541e+00"	"3.562297e+01"	"9.533574e-01"
"UBE4B"	"3.629905e+01"	"1.785174e+01"	"3.426920e+01"	"3.911276e+01"	"2.580527e+01"	"2.071459e+01"	"2.549677e+01"	"2.432931e+01"	"3.124366e+01"	"4.521870e+01"	"3.837914e+01"	"4.155906e+01"	"3.955804e+01"	"3.005357e+01"	"3.630113e+01"	"3.282273e+01"
"KIF1B"	"4.183866e+01"	"4.888942e+01"	"3.967611e+01"	"6.331569e+01"	"3.629869e+01"	"2.352445e+01"	"5.672416e+01"	"3.845484e+01"	"6.803776e+01"	"6.597819e+01"	"6.236610e+01"	"7.843804e+01"	"4.615105e+01"	"5.469957e+01"	"4.547614e+01"	"4.344586e+01"
"PGD"	"1.087514e+02"	"7.323270e+01"	"5.917148e+01"	"9.997751e+01"	"1.466938e+02"	"3.162732e+01"	"6.357404e+01"	"4.887650e+01"	"2.248827e+02"	"6.392280e+01"	"1.339272e+02"	"1.252388e+02"	"1.531680e+02"	"1.182384e+02"	"1.240621e+02"	"6.646263e+01"
"CORT"	"0.000000e+00"	"0.000000e+00"	"7.615377e-02"	"2.042442e-01"	"0.000000e+00"	"6.534570e-02"	"1.566966e-01"	"1.089372e-01"	"8.952337e-02"	"2.055395e-01"	"3.997827e-01"	"1.872030e-01"	"0.000000e+00"	"1.559874e-01"	"2.792394e-01"	"4.085817e-01"
"DFFA"	"5.102276e+01"	"2.312612e+01"	"5.231764e+01"	"5.535017e+01"	"3.704822e+01"	"3.437184e+01"	"3.919653e+01"	"3.340741e+01"	"2.050085e+01"	"4.850733e+01"	"5.477023e+01"	"5.185522e+01"	"4.462224e+01"	"3.143145e+01"	"4.990408e+01"	"3.268654e+01"
"PEX14"	"1.734774e+01"	"9.940172e+00"	"1.583998e+01"	"8.067644e+00"	"1.027928e+01"	"1.032462e+01"	"1.121500e+01"	"1.201941e+01"	"8.773291e+00"	"1.048252e+01"	"1.279305e+01"	"1.722267e+01"	"1.958792e+01"	"1.983639e+01"	"1.743252e+01"	"2.042909e+01"
"CASZ1"	"1.588994e+01"	"1.754745e+01"	"5.422149e+01"	"2.124139e+01"	"1.177834e+01"	"9.148398e+00"	"4.678512e+00"	"6.863044e+00"	"1.145899e+01"	"1.253791e+01"	"3.238240e+01"	"1.703547e+01"	"3.439830e+00"	"2.485399e+01"	"2.285774e+01"	"1.310185e+02"
"C1orf127"	"7.288965e-01"	"1.014303e-01"	"3.807689e-01"	"1.225465e+00"	"4.283032e-01"	"0.000000e+00"	"6.044011e-01"	"1.089372e+00"	"1.790467e-01"	"2.055395e-01"	"0.000000e+00"	"5.616089e-01"	"4.777541e-01"	"1.299895e-01"	"4.786962e-01"	"0.000000e+00"
"TARDBP"	"8.848804e+01"	"6.420540e+01"	"9.290760e+01"	"8.649740e+01"	"5.525111e+01"	"7.377530e+01"	"8.318349e+01"	"6.234840e+01"	"4.914833e+01"	"1.321619e+02"	"1.095405e+02"	"9.959197e+01"	"6.459236e+01"	"7.063628e+01"	"7.028856e+01"	"1.342872e+02"
"MASP2"	"0.000000e+00"	"0.000000e+00"	"2.284613e-01"	"2.042442e-01"	"0.000000e+00"	"0.000000e+00"	"6.715567e-02"	"1.089372e-01"	"0.000000e+00"	"0.000000e+00"	"3.997827e-01"	"1.872030e-01"	"1.911017e-01"	"2.599789e-02"	"3.989135e-02"	"0.000000e+00"
"SRM"	"1.014624e+02"	"3.337058e+01"	"9.305991e+01"	"8.006371e+01"	"1.086819e+02"	"7.207631e+01"	"1.381392e+02"	"1.425625e+02"	"5.389307e+01"	"6.947236e+01"	"1.159370e+02"	"7.450678e+01"	"5.914596e+01"	"5.685740e+01"	"1.015634e+02"	"6.128726e+01"
"EXOSC10"	"3.440392e+01"	"2.069179e+01"	"3.990458e+01"	"3.165784e+01"	"2.452036e+01"	"2.535413e+01"	"2.896648e+01"	"2.338519e+01"	"1.763610e+01"	"4.090237e+01"	"4.237696e+01"	"2.995247e+01"	"2.360105e+01"	"2.152626e+01"	"3.055677e+01"	"3.009885e+01"
"MTOR"	"1.953443e+01"	"8.925869e+00"	"2.200844e+01"	"1.725863e+01"	"1.499061e+01"	"1.378794e+01"	"1.963184e+01"	"1.612271e+01"	"1.047423e+01"	"3.041985e+01"	"1.958935e+01"	"2.208995e+01"	"1.452373e+01"	"1.481880e+01"	"2.170089e+01"	"1.838618e+01"
"ANGPTL7"	"0.000000e+00"	"0.000000e+00"	"1.599229e+00"	"0.000000e+00"	"1.391985e+00"	"3.267285e-01"	"1.387884e+00"	"3.631240e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"2.599789e-02"	"0.000000e+00"	"0.000000e+00"
"UBIAD1"	"2.347047e+01"	"1.024446e+01"	"2.010460e+01"	"1.868834e+01"	"1.509769e+01"	"2.117201e+01"	"1.222233e+01"	"1.267303e+01"	"9.847571e+00"	"1.253791e+01"	"2.598587e+01"	"2.021792e+01"	"1.375932e+01"	"1.546875e+01"	"1.775165e+01"	"2.356155e+01"
"FBXO2"	"8.892538e+01"	"1.105591e+01"	"2.794843e+01"	"9.599475e+00"	"4.925486e+00"	"2.574621e+01"	"5.909699e+00"	"6.282046e+00"	"1.369708e+01"	"1.418223e+01"	"4.317653e+01"	"2.077953e+01"	"5.159745e+00"	"7.913759e+01"	"5.157951e+01"	"1.784140e+01"
"FBXO44"	"3.061366e+01"	"7.404414e+00"	"1.979998e+01"	"1.378648e+01"	"1.295617e+01"	"2.182546e+01"	"9.804728e+00"	"1.830145e+01"	"1.638278e+01"	"1.705978e+01"	"1.878979e+01"	"1.404022e+01"	"1.299491e+01"	"1.380488e+01"	"2.325666e+01"	"2.247200e+01"
"FBXO6"	"4.810717e+01"	"1.592456e+01"	"1.880998e+01"	"2.185412e+01"	"2.334252e+01"	"1.718592e+01"	"1.611736e+01"	"2.629018e+01"	"3.007985e+01"	"1.541547e+01"	"2.358718e+01"	"2.396198e+01"	"3.009851e+01"	"2.462001e+01"	"3.019775e+01"	"1.443655e+01"
"MAD2L2"	"7.420167e+01"	"1.653314e+01"	"3.883842e+01"	"3.594697e+01"	"3.083783e+01"	"3.620152e+01"	"3.460756e+01"	"3.754703e+01"	"3.795791e+01"	"2.692568e+01"	"2.598587e+01"	"3.388373e+01"	"3.439830e+01"	"2.729779e+01"	"3.215243e+01"	"2.505968e+01"
"DRAXIN"	"3.571593e+01"	"7.100123e-01"	"1.599229e+00"	"2.246686e+00"	"2.248592e+00"	"5.619730e+00"	"8.058681e-01"	"1.125685e+00"	"6.087589e+00"	"1.644316e+00"	"3.598044e+00"	"5.990495e+00"	"2.770974e+00"	"2.313813e+00"	"1.795111e+00"	"8.171635e-01"
"AGTRAP"	"2.100680e+02"	"5.497524e+01"	"9.899990e+01"	"8.986743e+01"	"1.362004e+02"	"9.252952e+01"	"7.608738e+01"	"7.277006e+01"	"1.845077e+02"	"5.426244e+01"	"1.063422e+02"	"1.220563e+02"	"1.100746e+02"	"8.059347e+01"	"1.385028e+02"	"5.570331e+01"
"C1orf167"	"3.425814e+01"	"2.535758e+00"	"2.132306e+00"	"1.736075e+00"	"1.499061e+00"	"9.148398e-01"	"2.395219e+00"	"2.687118e+00"	"6.266636e-01"	"4.110791e-01"	"4.797392e+00"	"1.872030e+00"	"4.777541e-01"	"8.813286e+00"	"3.310982e+00"	"1.089551e+00"
"MTHFR"	"6.968251e+01"	"2.251753e+01"	"4.249380e+01"	"4.350400e+01"	"3.972512e+01"	"1.633643e+01"	"2.495953e+01"	"2.516450e+01"	"2.032181e+01"	"2.343151e+01"	"4.917327e+01"	"4.305668e+01"	"3.640487e+01"	"3.044353e+01"	"3.685961e+01"	"4.807645e+01"
"CLCN6"	"1.428637e+01"	"8.114426e+00"	"1.050922e+01"	"1.194828e+01"	"1.167126e+01"	"6.534570e+00"	"1.188655e+01"	"9.876974e+00"	"6.356160e+00"	"1.109914e+01"	"1.639109e+01"	"1.722267e+01"	"1.461928e+01"	"1.141308e+01"	"1.815056e+01"	"3.813430e+01"
"NPPA"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"1.021221e-01"	"0.000000e+00"	"0.000000e+00"	"2.238522e-01"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"5.199579e-02"	"0.000000e+00"	"0.000000e+00"
"NPPB"	"4.081821e+00"	"0.000000e+00"	"0.000000e+00"	"2.042442e-01"	"0.000000e+00"	"0.000000e+00"	"2.238522e-02"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"2.599789e+00"	"0.000000e+00"	"0.000000e+00"
"KIAA2013"	"8.280265e+01"	"3.073339e+01"	"7.166070e+01"	"6.025203e+01"	"6.049782e+01"	"6.155565e+01"	"5.211280e+01"	"5.563060e+01"	"7.716915e+01"	"4.891841e+01"	"9.394893e+01"	"7.619160e+01"	"7.252308e+01"	"7.141622e+01"	"7.439737e+01"	"8.648314e+01"
"PLOD1"	"5.277211e+01"	"2.708190e+01"	"1.812460e+01"	"2.634750e+01"	"2.344960e+01"	"1.960371e+01"	"3.973377e+01"	"2.073438e+01"	"2.148561e+01"	"1.479885e+01"	"2.918414e+01"	"2.452359e+01"	"3.793368e+01"	"2.142227e+01"	"2.840264e+01"	"3.486564e+01"
"MFN2"	"4.213022e+01"	"2.089465e+01"	"2.962382e+01"	"3.625334e+01"	"2.709018e+01"	"2.443929e+01"	"2.778006e+01"	"2.276788e+01"	"5.362450e+01"	"4.193007e+01"	"3.757957e+01"	"3.818940e+01"	"3.707372e+01"	"5.943119e+01"	"4.806908e+01"	"3.581900e+01"
"MIIP"	"4.038087e+01"	"1.906890e+01"	"3.784842e+01"	"3.155572e+01"	"4.186664e+01"	"3.221543e+01"	"3.044391e+01"	"3.580403e+01"	"3.912171e+01"	"2.733676e+01"	"3.757957e+01"	"4.754955e+01"	"4.701101e+01"	"3.590309e+01"	"5.385332e+01"	"2.928169e+01"
"TNFRSF8"	"2.769807e+00"	"8.114426e-01"	"2.056152e+00"	"3.676395e+00"	"3.212274e+00"	"1.698988e+00"	"1.768433e+00"	"2.069807e+00"	"6.982823e+00"	"3.905251e+00"	"2.398696e+00"	"5.990495e+00"	"8.790676e+00"	"1.065914e+00"	"4.507722e+00"	"4.085817e-01"
"TNFRSF1B"	"3.167784e+02"	"9.189588e+01"	"1.135453e+02"	"1.721778e+02"	"2.316049e+02"	"6.037943e+01"	"1.414075e+02"	"1.253504e+02"	"5.362450e+02"	"3.317408e+02"	"9.434871e+01"	"2.755628e+02"	"4.921823e+02"	"1.148847e+02"	"1.606425e+02"	"1.743282e+01"
"VPS13D"	"4.125554e+01"	"2.982052e+01"	"4.439765e+01"	"5.279711e+01"	"3.244397e+01"	"2.358980e+01"	"4.913557e+01"	"2.977617e+01"	"2.793129e+01"	"8.735430e+01"	"3.997827e+01"	"4.417990e+01"	"3.267838e+01"	"3.774894e+01"	"4.216516e+01"	"5.665667e+01"
"DHRS3"	"1.575874e+02"	"9.798170e+01"	"2.068336e+02"	"1.234656e+02"	"1.565448e+02"	"7.312184e+01"	"6.617072e+01"	"1.145293e+02"	"7.833295e+01"	"7.872164e+01"	"1.079413e+02"	"8.798539e+01"	"2.644847e+02"	"1.547135e+02"	"1.735673e+02"	"2.307125e+02"
"C1orf158"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"1.960371e-01"	"0.000000e+00"	"7.262481e-02"	"0.000000e+00"	"2.055395e-01"	"0.000000e+00"	"0.000000e+00"	"9.555083e-02"	"2.599789e-02"	"0.000000e+00"	"0.000000e+00"
"LRRC38"	"0.000000e+00"	"1.014303e-01"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"4.477045e-02"	"3.631240e-02"	"0.000000e+00"	"2.055395e-01"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"7.978270e-02"	"1.361939e-01"
"PDPN"	"1.603572e+01"	"1.917033e+01"	"1.599229e+00"	"1.950532e+01"	"3.544209e+01"	"6.273188e+00"	"3.792057e+01"	"2.926780e+01"	"2.148561e+00"	"5.344028e+00"	"5.596957e+00"	"7.113712e+00"	"1.691250e+01"	"9.151259e+00"	"3.961211e+01"	"7.218277e+00"
"PRDM2"	"7.259810e+01"	"5.061373e+01"	"8.711991e+01"	"7.454912e+01"	"6.478085e+01"	"4.927066e+01"	"8.163891e+01"	"8.304647e+01"	"7.448345e+01"	"1.952626e+02"	"5.556979e+01"	"1.106369e+02"	"7.720507e+01"	"3.457720e+01"	"7.695041e+01"	"4.616974e+01"
"KAZN"	"2.011754e+01"	"1.369309e+01"	"2.794843e+01"	"1.399072e+01"	"1.027928e+01"	"5.815768e+00"	"1.365499e+01"	"1.256409e+01"	"1.127995e+01"	"3.905251e+00"	"1.958935e+01"	"1.778428e+01"	"5.733050e+00"	"1.266097e+01"	"2.078339e+01"	"4.630593e+00"
"TMEM51"	"4.504581e+01"	"3.357344e+01"	"6.374071e+01"	"4.238066e+01"	"4.839826e+01"	"1.372260e+01"	"5.273959e+01"	"3.329847e+01"	"1.754658e+01"	"2.774784e+01"	"3.238240e+01"	"2.714443e+01"	"1.324334e+02"	"5.217777e+01"	"7.499574e+01"	"6.142346e+01"
"FHAD1"	"3.936041e+00"	"1.278022e+01"	"1.005230e+01"	"5.003982e+00"	"1.381278e+01"	"1.633643e+00"	"1.271481e+01"	"5.301611e+00"	"4.118075e+00"	"2.117057e+01"	"2.398696e+00"	"4.305668e+00"	"5.073749e+01"	"2.417804e+00"	"1.635545e+01"	"2.587684e+00"
"EFHD2"	"2.640063e+02"	"2.781220e+02"	"6.674117e+02"	"2.706235e+02"	"3.361109e+02"	"2.296901e+02"	"2.017356e+02"	"2.114108e+02"	"7.870000e+02"	"3.200251e+02"	"3.386159e+02"	"4.099745e+02"	"4.841560e+02"	"4.950519e+02"	"2.989059e+02"	"2.881863e+02"
"CTRC"	"4.650360e+01"	"1.014303e-01"	"6.853839e-01"	"1.278773e+03"	"3.215486e+02"	"6.534570e-02"	"2.462375e-01"	"2.541868e-01"	"2.768958e+02"	"5.376914e+02"	"2.358718e+01"	"1.123218e+00"	"8.976045e+02"	"2.599789e-01"	"3.989135e-01"	"9.533574e-01"
"CELA2A"	"2.142956e+01"	"0.000000e+00"	"4.569226e-01"	"5.028491e+02"	"2.440257e+02"	"0.000000e+00"	"2.238522e-02"	"7.262481e-02"	"2.107380e+02"	"3.401679e+02"	"1.399239e+01"	"3.744059e-01"	"5.413910e+02"	"2.599789e-02"	"1.196740e-01"	"4.085817e-01"
"CELA2B"	"6.414290e+00"	"0.000000e+00"	"0.000000e+00"	"1.159086e+02"	"8.598186e+01"	"0.000000e+00"	"8.954090e-02"	"0.000000e+00"	"7.367774e+01"	"1.072916e+02"	"7.995654e-01"	"0.000000e+00"	"1.935860e+02"	"0.000000e+00"	"0.000000e+00"	"1.361939e-01"
"CASP9"	"1.282858e+01"	"9.737312e+00"	"1.218460e+01"	"8.578254e+00"	"8.566063e+00"	"7.776139e+00"	"1.094637e+01"	"9.768037e+00"	"1.127995e+01"	"1.520993e+01"	"1.159370e+01"	"1.329141e+01"	"1.643474e+01"	"9.879200e+00"	"1.356306e+01"	"1.157648e+01"
"DNAJC16"	"3.119677e+01"	"1.653314e+01"	"2.490228e+01"	"3.850002e+01"	"1.959487e+01"	"1.993044e+01"	"1.741570e+01"	"1.761152e+01"	"1.199613e+01"	"3.021431e+01"	"3.158283e+01"	"2.508520e+01"	"2.551207e+01"	"1.851050e+01"	"2.445340e+01"	"3.377609e+01"
"AGMAT"	"4.664938e+00"	"1.318594e+00"	"1.347922e+01"	"3.267906e+00"	"1.606137e+00"	"3.790051e+00"	"1.611736e+00"	"2.396619e+00"	"3.222841e+00"	"7.193884e+00"	"9.195002e+00"	"5.616089e+00"	"3.248728e+00"	"1.377888e+00"	"2.233916e+00"	"2.042909e+00"
"DDI2"	"4.533737e+01"	"3.823923e+01"	"4.340765e+01"	"5.310348e+01"	"4.390108e+01"	"2.862142e+01"	"3.259289e+01"	"3.188229e+01"	"1.647230e+01"	"5.056273e+01"	"6.556436e+01"	"4.605193e+01"	"6.067478e+01"	"5.469957e+01"	"4.467831e+01"	"5.093652e+01"
"PLEKHM2"	"5.452146e+01"	"3.621063e+01"	"3.419304e+01"	"4.054246e+01"	"5.032562e+01"	"3.182336e+01"	"5.000859e+01"	"5.239880e+01"	"4.234456e+01"	"4.090237e+01"	"4.837370e+01"	"5.035760e+01"	"1.188652e+02"	"5.755934e+01"	"5.596756e+01"	"3.840668e+01"
"SLC25A34"	"1.312014e+00"	"1.217164e+00"	"1.903844e+00"	"2.757296e+00"	"2.355667e+00"	"1.110877e+00"	"8.730238e-01"	"1.343559e+00"	"1.700944e+00"	"2.260935e+00"	"1.998913e+00"	"2.433638e+00"	"6.401906e+00"	"2.443802e+00"	"2.074350e+00"	"1.225745e+00"
"TMEM82"	"1.457793e-01"	"1.724316e+00"	"2.817690e+00"	"1.021221e-01"	"6.424548e-01"	"0.000000e+00"	"2.238522e-02"	"1.452496e-01"	"1.790467e-01"	"4.110791e-01"	"6.396523e+00"	"3.744059e-01"	"2.866525e-01"	"8.059347e-01"	"7.978270e-02"	"1.361939e-01"
"FBLIM1"	"1.968021e+01"	"3.184912e+01"	"8.338838e+01"	"5.340985e+01"	"3.747653e+01"	"2.509275e+01"	"6.153698e+01"	"3.682078e+01"	"9.220908e+00"	"9.454819e+00"	"4.157740e+01"	"2.864205e+01"	"6.975210e+00"	"8.119143e+01"	"3.223221e+01"	"8.266971e+01"
"SPEN"	"1.091887e+02"	"9.848885e+01"	"9.313606e+01"	"9.129714e+01"	"7.216908e+01"	"7.887226e+01"	"9.249575e+01"	"7.356893e+01"	"8.603196e+01"	"2.045118e+02"	"1.063422e+02"	"1.409638e+02"	"9.058219e+01"	"8.451916e+01"	"1.022016e+02"	"7.381710e+01"
"ZBTB17"	"2.492826e+01"	"1.085305e+01"	"1.774383e+01"	"1.531831e+01"	"1.606137e+01"	"1.614039e+01"	"1.253573e+01"	"1.423446e+01"	"1.781515e+01"	"1.973180e+01"	"2.038892e+01"	"1.815869e+01"	"2.971631e+01"	"1.796455e+01"	"2.014513e+01"	"1.280223e+01"
